Date,Country,City,Specie,Value
3/17/2017,IN,Nagpur,so2,6.9
3/18/2017,IN,Nagpur,pm25,157
3/18/2017,IN,Nagpur,no2,20.3
3/18/2017,IN,Nagpur,co,7.5
3/18/2017,IN,Nagpur,pm10,78
3/18/2017,IN,Nagpur,o3,35.8
3/18/2017,IN,Nagpur,so2,4.8
3/19/2017,IN,Nagpur,pm25,150
3/19/2017,IN,Nagpur,no2,18.6
3/19/2017,IN,Nagpur,co,4.6
3/19/2017,IN,Nagpur,pm10,71
3/19/2017,IN,Nagpur,o3,25.2
3/19/2017,IN,Nagpur,so2,3.7
3/20/2017,IN,Nagpur,pm25,106
3/20/2017,IN,Nagpur,no2,13.4
3/20/2017,IN,Nagpur,co,4.6
3/20/2017,IN,Nagpur,pm10,58
3/20/2017,IN,Nagpur,o3,35.4
3/20/2017,IN,Nagpur,so2,3.8
3/21/2017,IN,Nagpur,pm25,144
3/21/2017,IN,Nagpur,no2,18.3
3/21/2017,IN,Nagpur,co,6.8
3/21/2017,IN,Nagpur,pm10,72
3/21/2017,IN,Nagpur,o3,24
3/21/2017,IN,Nagpur,so2,5.7
3/22/2017,IN,Nagpur,pm25,155
3/22/2017,IN,Nagpur,no2,17.1
3/22/2017,IN,Nagpur,co,10.9
3/22/2017,IN,Nagpur,pm10,86
3/22/2017,IN,Nagpur,o3,20.4
3/22/2017,IN,Nagpur,so2,7.5
3/23/2017,IN,Nagpur,pm25,171
3/23/2017,IN,Nagpur,no2,27.3
3/23/2017,IN,Nagpur,co,14.5
3/23/2017,IN,Nagpur,pm10,105
3/23/2017,IN,Nagpur,o3,13
3/23/2017,IN,Nagpur,so2,11.8
3/24/2017,IN,Nagpur,pm25,171
3/24/2017,IN,Nagpur,no2,21.6
3/24/2017,IN,Nagpur,co,12.7
3/24/2017,IN,Nagpur,pm10,104
3/24/2017,IN,Nagpur,o3,17.2
3/24/2017,IN,Nagpur,so2,7.5
3/25/2017,IN,Nagpur,pm25,156
3/25/2017,IN,Nagpur,no2,18.7
3/25/2017,IN,Nagpur,co,9.5
3/25/2017,IN,Nagpur,pm10,72
3/25/2017,IN,Nagpur,o3,38.6
3/25/2017,IN,Nagpur,so2,5
3/26/2017,IN,Nagpur,pm25,159
3/26/2017,IN,Nagpur,no2,12.1
3/26/2017,IN,Nagpur,co,7.3
3/26/2017,IN,Nagpur,pm10,81
3/26/2017,IN,Nagpur,o3,35.4
3/26/2017,IN,Nagpur,so2,4.9
3/27/2017,IN,Nagpur,pm25,161
3/27/2017,IN,Nagpur,no2,11.7
3/27/2017,IN,Nagpur,co,12.5
3/27/2017,IN,Nagpur,pm10,82
3/27/2017,IN,Nagpur,o3,71.3
3/27/2017,IN,Nagpur,so2,27.6
3/28/2017,IN,Nagpur,pm25,171
3/28/2017,IN,Nagpur,no2,15.4
3/28/2017,IN,Nagpur,co,8.4
3/28/2017,IN,Nagpur,pm10,102
3/28/2017,IN,Nagpur,o3,14
3/28/2017,IN,Nagpur,so2,9
3/29/2017,IN,Nagpur,pm25,172
3/29/2017,IN,Nagpur,no2,18
3/29/2017,IN,Nagpur,co,13.7
3/29/2017,IN,Nagpur,pm10,107
3/29/2017,IN,Nagpur,o3,16.1
3/29/2017,IN,Nagpur,so2,11.8
3/30/2017,IN,Nagpur,pm25,173
3/30/2017,IN,Nagpur,no2,16.1
3/30/2017,IN,Nagpur,co,21.5
3/30/2017,IN,Nagpur,pm10,107
3/30/2017,IN,Nagpur,o3,11.9
3/30/2017,IN,Nagpur,so2,7.2
3/31/2017,IN,Nagpur,pm25,174
3/31/2017,IN,Nagpur,no2,16
3/31/2017,IN,Nagpur,co,15.9
3/31/2017,IN,Nagpur,pm10,102
3/31/2017,IN,Nagpur,o3,15.1
3/31/2017,IN,Nagpur,so2,7.3
4/1/2017,IN,Nagpur,pm25,176
4/1/2017,IN,Nagpur,no2,13.2
4/1/2017,IN,Nagpur,co,17
4/1/2017,IN,Nagpur,pm10,108
4/1/2017,IN,Nagpur,o3,18.7
4/1/2017,IN,Nagpur,so2,9.6
4/2/2017,IN,Nagpur,pm25,159
4/2/2017,IN,Nagpur,no2,11.9
4/2/2017,IN,Nagpur,co,14
4/2/2017,IN,Nagpur,pm10,78
4/2/2017,IN,Nagpur,o3,22.3
4/2/2017,IN,Nagpur,so2,4.1
4/3/2017,IN,Nagpur,pm25,156
4/3/2017,IN,Nagpur,no2,7.1
4/3/2017,IN,Nagpur,co,10.9
4/3/2017,IN,Nagpur,pm10,72
4/3/2017,IN,Nagpur,o3,41.2
4/3/2017,IN,Nagpur,so2,5.7
4/4/2017,IN,Nagpur,pm25,164
4/4/2017,IN,Nagpur,no2,9.6
4/4/2017,IN,Nagpur,co,9.1
4/4/2017,IN,Nagpur,pm10,83
4/4/2017,IN,Nagpur,o3,36.1
4/4/2017,IN,Nagpur,so2,10.7
4/5/2017,IN,Nagpur,pm25,159
4/5/2017,IN,Nagpur,no2,7.6
4/5/2017,IN,Nagpur,co,10.7
4/5/2017,IN,Nagpur,pm10,71
4/5/2017,IN,Nagpur,o3,25.6
4/5/2017,IN,Nagpur,so2,5.7
4/6/2017,IN,Nagpur,pm25,150
4/6/2017,IN,Nagpur,no2,11.4
4/6/2017,IN,Nagpur,co,14.4
4/6/2017,IN,Nagpur,pm10,66
4/6/2017,IN,Nagpur,o3,45.6
4/6/2017,IN,Nagpur,so2,3.2
4/7/2017,IN,Nagpur,pm25,159
4/7/2017,IN,Nagpur,no2,8.8
4/7/2017,IN,Nagpur,co,10.4
4/7/2017,IN,Nagpur,pm10,69
4/7/2017,IN,Nagpur,o3,30.3
4/7/2017,IN,Nagpur,so2,2.9
4/8/2017,IN,Nagpur,pm25,164
4/8/2017,IN,Nagpur,no2,4.8
4/8/2017,IN,Nagpur,co,7.9
4/8/2017,IN,Nagpur,pm10,87
4/8/2017,IN,Nagpur,o3,39.6
4/8/2017,IN,Nagpur,so2,4.9
4/9/2017,IN,Nagpur,pm25,173
4/9/2017,IN,Nagpur,no2,0.9
