Date,Country,City,Specie,Value
1/27/2017,IN,Nagpur,no2,14.9
1/27/2017,IN,Nagpur,co,25.3
1/27/2017,IN,Nagpur,pm10,105.3
1/27/2017,IN,Nagpur,o3,28.6
1/27/2017,IN,Nagpur,so2,8.4
1/28/2017,IN,Nagpur,pm25,142.7
1/28/2017,IN,Nagpur,no2,12.8
1/28/2017,IN,Nagpur,co,21.0
1/28/2017,IN,Nagpur,pm10,73.7
1/28/2017,IN,Nagpur,o3,27.7
1/28/2017,IN,Nagpur,so2,40.2
1/29/2017,IN,Nagpur,pm25,138.0
1/29/2017,IN,Nagpur,no2,15.0
1/29/2017,IN,Nagpur,co,23.2
1/29/2017,IN,Nagpur,pm10,78.0
1/29/2017,IN,Nagpur,o3,38.0
1/29/2017,IN,Nagpur,so2,11.3
1/30/2017,IN,Nagpur,pm25,163.0
1/30/2017,IN,Nagpur,no2,20.7
1/30/2017,IN,Nagpur,co,32.9
1/30/2017,IN,Nagpur,pm10,95.3
1/30/2017,IN,Nagpur,o3,31.4
1/30/2017,IN,Nagpur,so2,21.5
1/31/2017,IN,Nagpur,pm25,165.7
1/31/2017,IN,Nagpur,no2,23.0
1/31/2017,IN,Nagpur,co,32.8
1/31/2017,IN,Nagpur,pm10,101.7
1/31/2017,IN,Nagpur,o3,31.6
1/31/2017,IN,Nagpur,so2,11.3
2/1/2017,IN,Nagpur,pm25,158.0
2/1/2017,IN,Nagpur,no2,18.9
2/1/2017,IN,Nagpur,co,29.1
2/1/2017,IN,Nagpur,pm10,92.3
2/1/2017,IN,Nagpur,o3,31.3
2/1/2017,IN,Nagpur,so2,23.4
2/2/2017,IN,Nagpur,pm25,159.7
2/2/2017,IN,Nagpur,no2,19.2
2/2/2017,IN,Nagpur,co,27.3
2/2/2017,IN,Nagpur,pm10,96.3
2/2/2017,IN,Nagpur,o3,37.7
2/2/2017,IN,Nagpur,so2,16.8
2/3/2017,IN,Nagpur,pm25,160.0
2/3/2017,IN,Nagpur,no2,9.0
2/3/2017,IN,Nagpur,co,24.4
2/3/2017,IN,Nagpur,pm10,101.0
2/3/2017,IN,Nagpur,o3,41.9
2/3/2017,IN,Nagpur,so2,22.6
2/4/2017,IN,Nagpur,pm25,164.7
2/4/2017,IN,Nagpur,no2,46.7
2/4/2017,IN,Nagpur,co,27.0
2/4/2017,IN,Nagpur,pm10,105.7
2/4/2017,IN,Nagpur,o3,38.8
2/4/2017,IN,Nagpur,so2,10.5
2/5/2017,IN,Nagpur,pm25,167.7
2/5/2017,IN,Nagpur,no2,6.0
2/5/2017,IN,Nagpur,co,22.7
2/5/2017,IN,Nagpur,pm10,105.0
2/5/2017,IN,Nagpur,o3,37.6
2/5/2017,IN,Nagpur,so2,10.6
2/6/2017,IN,Nagpur,pm25,172.0
2/6/2017,IN,Nagpur,no2,13.2
